config_key,K,lam_lin,lam_nonlin,seed,pred_r2,sharpe,phi,drift
"(2, 0.005, 5e-05)",2,0.005,5e-05,30,0.016712844371795654,1.0017324016223346,0.058708256414301184,0.9131940579816697
"(2, 0.005, 5e-05)",2,0.005,5e-05,45,0.018213868141174316,0.9896700149777469,0.3880245974705018,0.9209348272481691
"(2, 0.005, 5e-05)",2,0.005,5e-05,99,0.012135148048400879,0.9925690587746533,0.15003255619133854,0.885092294098929
"(2, 0.005, 5e-05)",2,0.005,5e-05,2048,0.01653808355331421,0.9840840771883609,0.32771692118770485,0.9103195837068166
"(2, 0.005, 0.0001)",2,0.005,0.0001,10,0.01839578151702881,0.7877593495630437,0.7029243884964006,0.9867442930783127
"(2, 0.005, 0.0001)",2,0.005,0.0001,30,0.01666569709777832,0.989920335853914,0.05818008711136216,0.9132526929185142
"(2, 0.005, 0.0001)",2,0.005,0.0001,45,0.01815122365951538,0.9842552800954746,0.38013706936239394,0.9209622413043932
"(2, 0.005, 0.0001)",2,0.005,0.0001,99,0.01765286922454834,1.0036467843452657,0.2611498478085884,0.9270649008774418
"(2, 0.005, 0.0001)",2,0.005,0.0001,2048,0.016511917114257812,0.9781219495362463,0.31602981910927125,0.910373618104178
"(2, 0.005, 0.0005)",2,0.005,0.0005,10,0.018182575702667236,0.766977530160615,0.666960156274328,0.9866537721936625
"(2, 0.005, 0.0005)",2,0.005,0.0005,30,0.016882240772247314,1.0031448674560695,0.006322495470475765,0.9508738145289369
"(2, 0.005, 0.0005)",2,0.005,0.0005,45,0.017300009727478027,0.9868546792563797,0.3586138975448803,0.921447389289123
"(2, 0.005, 0.0005)",2,0.005,0.0005,99,0.017313122749328613,0.9818433224061225,0.36947237247705655,0.9279013946896522
"(2, 0.005, 0.0005)",2,0.005,0.0005,2048,0.015405833721160889,0.9758496072111791,0.23053232960629688,0.91044790999526
"(2, 0.01, 1e-06)",2,0.01,1e-06,10,0.009026587009429932,0.6773999490278566,0.6896243212982239,0.5027998342894434
"(2, 0.01, 1e-06)",2,0.01,1e-06,30,0.013106882572174072,0.649550379096345,0.6544634308653334,0.6938720788271453
"(2, 0.01, 1e-06)",2,0.01,1e-06,45,0.007330536842346191,0.644088859101929,0.6701011587123037,0.5345272001371373
"(2, 0.01, 1e-06)",2,0.01,1e-06,99,0.010302424430847168,0.6171236978676591,0.7508410613083817,0.734598874374294
"(2, 0.01, 1e-06)",2,0.01,1e-06,2048,0.011527001857757568,0.66968285143666,0.48502798186971774,0.5290309923240605
"(2, 0.01, 1e-05)",2,0.01,1e-05,10,0.01580023765563965,0.9526652687467683,0.0062221788429539515,0.855718408445707
