Model,config_key,K,lam_lin,lam_nonlin,seed,selected_by_validation,pred_r2,sharpe,phi,drift
ResCAE,"cae:(3, 0.005, 0.0005)",3,0.005,0.0005,2048,False,0.014966607093811035,0.6077253397388858,1.2253966299810898e-07,0.8926002383232117
ResCAE,"cae:(3, 0.01, 1e-06)",3,0.01,1e-06,10,False,0.012918293476104736,0.5289785897901849,0.9986360404520095,0.9851882457733154
ResCAE,"cae:(3, 0.01, 1e-06)",3,0.01,1e-06,30,False,0.010757505893707275,0.5726962781915906,0.8902665571267052,0.7611343264579773
ResCAE,"cae:(3, 0.01, 1e-06)",3,0.01,1e-06,45,False,0.007142603397369385,0.7721429570555827,0.9999994788287947,0.9999449253082275
ResCAE,"cae:(3, 0.01, 1e-06)",3,0.01,1e-06,99,False,0.0049765706062316895,0.6997954379414427,0.9999997502561766,1.0000932216644287
ResCAE,"cae:(3, 0.01, 1e-06)",3,0.01,1e-06,2048,False,0.015945017337799072,0.8194225001009074,4.4839502091128977e-07,0.4398132562637329
ResCAE,"cae:(3, 0.01, 1e-05)",3,0.01,1e-05,10,False,0.014642119407653809,0.6735635321895549,9.626359621975434e-07,0.7622780799865723
ResCAE,"cae:(3, 0.01, 1e-05)",3,0.01,1e-05,30,False,0.01607668399810791,0.49179005109371254,1.0394493839228e-06,0.9373648762702942
ResCAE,"cae:(3, 0.01, 1e-05)",3,0.01,1e-05,45,False,0.016223609447479248,0.7799195191309299,2.1524665001310402e-07,0.5471946597099304
ResCAE,"cae:(3, 0.01, 1e-05)",3,0.01,1e-05,99,False,0.01753091812133789,0.8392787969195088,9.330098499172406e-08,0.511853814125061
ResCAE,"cae:(3, 0.01, 1e-05)",3,0.01,1e-05,2048,False,0.016310930252075195,0.8047962927441741,1.0166243363657928e-07,0.6960515975952148
ResCAE,"cae:(3, 0.01, 5e-05)",3,0.01,5e-05,10,False,0.015950024127960205,0.6403569393896466,4.893177669588294e-07,0.9190072417259216
ResCAE,"cae:(3, 0.01, 5e-05)",3,0.01,5e-05,30,False,0.016077935695648193,0.49570709923537604,6.04767996488989e-07,0.9372310042381287
ResCAE,"cae:(3, 0.01, 5e-05)",3,0.01,5e-05,45,False,0.01660364866256714,0.5859216708176389,3.15638380409594e-07,0.8577395677566528
ResCAE,"cae:(3, 0.01, 5e-05)",3,0.01,5e-05,99,False,0.015964090824127197,0.6062183216685886,4.5492081065580793e-07,0.9419854879379272
ResCAE,"cae:(3, 0.01, 5e-05)",3,0.01,5e-05,2048,False,0.016288161277770996,0.8132001895103282,1.619761958696855e-07,0.696040153503418
ResCAE,"cae:(3, 0.01, 0.0001)",3,0.01,0.0001,10,False,0.015770137310028076,0.6388516427008024,2.1032562897488482e-07,0.9191099405288696
ResCAE,"cae:(3, 0.01, 0.0001)",3,0.01,0.0001,30,False,0.016052305698394775,0.49391715446006756,1.4626374751548947e-06,0.9373124837875366
ResCAE,"cae:(3, 0.01, 0.0001)",3,0.01,0.0001,45,False,0.016660332679748535,0.5878320411566702,2.443239579065328e-07,0.8577752113342285
ResCAE,"cae:(3, 0.01, 0.0001)",3,0.01,0.0001,99,False,0.015903770923614502,0.6116454502786878,1.5882037825805636e-06,0.942279040813446
ResCAE,"cae:(3, 0.01, 0.0001)",3,0.01,0.0001,2048,False,0.01631408929824829,0.8009877195966579,2.374363980247177e-07,0.6960211396217346
ResCAE,"cae:(3, 0.01, 0.0005)",3,0.01,0.0005,10,False,0.013937890529632568,0.5065111354816842,1.8426759769240993e-07,0.9452016353607178
ResCAE,"cae:(3, 0.01, 0.0005)",3,0.01,0.0005,30,False,0.015975892543792725,0.5078852822436131,1.328489557520006e-06,0.9370461702346802
ResCAE,"cae:(3, 0.01, 0.0005)",3,0.01,0.0005,45,False,0.01716911792755127,0.5947625058677075,2.5919989954152833e-07,0.8575121760368347
ResCAE,"cae:(3, 0.01, 0.0005)",3,0.01,0.0005,99,False,0.01583021879196167,0.525375434777729,1.2913312039754332e-06,0.9519584774971008
ResCAE,"cae:(3, 0.01, 0.0005)",3,0.01,0.0005,2048,False,0.015018880367279053,0.5710435140304582,2.515883736858155e-07,0.892817497253418
ResCAE,"cae:(3, 0.05, 1e-06)",3,0.05,1e-06,10,False,0.007375001907348633,0.5104730433540389,0.9763614109694733,0.9231518507003784
ResCAE,"cae:(3, 0.05, 1e-06)",3,0.05,1e-06,30,False,0.01077800989151001,0.5696972444060275,0.9024050884213466,0.7737444639205933
ResCAE,"cae:(3, 0.05, 1e-06)",3,0.05,1e-06,45,False,0.007332146167755127,0.7396729758750279,0.9999995313463059,1.0000189542770386
ResCAE,"cae:(3, 0.05, 1e-06)",3,0.05,1e-06,99,False,0.0059697628021240234,0.689381311608535,0.999998622220201,1.0004221200942993
ResCAE,"cae:(3, 0.05, 1e-06)",3,0.05,1e-06,2048,False,0.01593881845474243,0.8075647990226369,4.4776101960756305e-07,0.4406922161579132
ResCAE,"cae:(3, 0.05, 1e-05)",3,0.05,1e-05,10,False,0.014684677124023438,0.6363273659410186,7.367316788693045e-07,0.7813018560409546
ResCAE,"cae:(3, 0.05, 1e-05)",3,0.05,1e-05,30,False,0.01636826992034912,0.6039570527669835,5.044210089426804e-07,0.8972340822219849
ResCAE,"cae:(3, 0.05, 1e-05)",3,0.05,1e-05,45,False,0.016390860080718994,0.7550242170961847,6.314234057763759e-08,0.5852790474891663
ResCAE,"cae:(3, 0.05, 1e-05)",3,0.05,1e-05,99,False,0.017277300357818604,0.9223977967058246,4.9353329611674924e-08,0.5345787405967712
ResCAE,"cae:(3, 0.05, 1e-05)",3,0.05,1e-05,2048,False,0.016289055347442627,0.8042190136097291,1.6482939351600275e-07,0.6970422267913818
ResCAE,"cae:(3, 0.05, 5e-05)",3,0.05,5e-05,10,False,0.01591736078262329,0.6004411242941587,8.450477403032645e-07,0.8955155611038208
ResCAE,"cae:(3, 0.05, 5e-05)",3,0.05,5e-05,30,False,0.016376972198486328,0.60946458573642,1.7407515990125018e-06,0.903365433216095
ResCAE,"cae:(3, 0.05, 5e-05)",3,0.05,5e-05,45,False,0.016585707664489746,0.5647908244891718,1.5808412637275824e-07,0.8776989579200745
ResCAE,"cae:(3, 0.05, 5e-05)",3,0.05,5e-05,99,False,0.014628589153289795,0.5301825404117162,4.993878935126967e-07,0.9216201305389404
ResCAE,"cae:(3, 0.05, 5e-05)",3,0.05,5e-05,2048,False,0.016268432140350342,0.8039529138520718,1.464877403846116e-07,0.6970975995063782
ResCAE,"cae:(3, 0.05, 0.0001)",3,0.05,0.0001,10,False,0.015569746494293213,0.5286858976208801,2.588594541706821e-07,0.9140776991844177
ResCAE,"cae:(3, 0.05, 0.0001)",3,0.05,0.0001,30,False,0.016358494758605957,0.6015478068010498,9.55597280949008e-07,0.9034774899482727
ResCAE,"cae:(3, 0.05, 0.0001)",3,0.05,0.0001,45,False,0.016654253005981445,0.5574455480999646,4.1317162393438004e-07,0.877749502658844
ResCAE,"cae:(3, 0.05, 0.0001)",3,0.05,0.0001,99,False,0.014601349830627441,0.5286205273915342,2.5952119285116056e-07,0.9216015934944153
ResCAE,"cae:(3, 0.05, 0.0001)",3,0.05,0.0001,2048,False,0.016281723976135254,0.8018296860176766,9.204129551988403e-08,0.6970875859260559
ResCAE,"cae:(3, 0.05, 0.0005)",3,0.05,0.0005,10,False,0.013781607151031494,0.4924085420009788,3.1075289652807737e-07,0.9332976937294006
ResCAE,"cae:(3, 0.05, 0.0005)",3,0.05,0.0005,30,False,0.01588606834411621,0.43056493918707245,8.921731509667533e-08,0.9417312145233154
ResCAE,"cae:(3, 0.05, 0.0005)",3,0.05,0.0005,45,False,0.016947388648986816,0.5079188702500572,1.5086929635383696e-07,0.9083436727523804
ResCAE,"cae:(3, 0.05, 0.0005)",3,0.05,0.0005,99,False,0.014568686485290527,0.5297576365477962,1.7592429022257112e-07,0.921542227268219
ResCAE,"cae:(3, 0.05, 0.0005)",3,0.05,0.0005,2048,False,0.014996230602264404,0.5985009292912697,6.3053228259354775e-09,0.8929014801979065
ResCAE,"cae:(3, 0.1, 1e-06)",3,0.1,1e-06,10,False,0.0075151920318603516,0.5180502475559958,0.9746485742687879,0.9244756698608398
ResCAE,"cae:(3, 0.1, 1e-06)",3,0.1,1e-06,30,False,0.010792255401611328,0.5779491982312148,0.9040895594700341,0.7752103805541992
ResCAE,"cae:(3, 0.1, 1e-06)",3,0.1,1e-06,45,False,0.007370412349700928,0.7412952476654449,0.9999995156605949,0.9999732375144958
ResCAE,"cae:(3, 0.1, 1e-06)",3,0.1,1e-06,99,False,0.005965292453765869,0.6757772115795369,0.9999996899838758,0.9997063279151917
ResCAE,"cae:(3, 0.1, 1e-06)",3,0.1,1e-06,2048,False,0.015953123569488525,0.8045955787701806,4.20923990054598e-07,0.44076332449913025
ResCAE,"cae:(3, 0.1, 1e-05)",3,0.1,1e-05,10,False,0.014717936515808105,0.6503739926425722,1.2524939452413909e-06,0.7834656834602356
ResCAE,"cae:(3, 0.1, 1e-05)",3,0.1,1e-05,30,False,0.016326725482940674,0.5976031542448065,7.837619681271568e-07,0.8980487585067749
ResCAE,"cae:(3, 0.1, 1e-05)",3,0.1,1e-05,45,False,0.01639026403427124,0.75789233620432,1.8741046484245698e-07,0.5876712203025818
ResCAE,"cae:(3, 0.1, 1e-05)",3,0.1,1e-05,99,False,0.017245769500732422,0.9268830010759291,1.9642917243530207e-07,0.5372339487075806
ResCAE,"cae:(3, 0.1, 1e-05)",3,0.1,1e-05,2048,False,0.016296029090881348,0.8103144177469229,9.234574429657091e-08,0.6972305774688721
ResCAE,"cae:(3, 0.1, 5e-05)",3,0.1,5e-05,10,True,0.015825510025024414,0.5949053557697869,4.276517295792203e-08,0.8973085880279541
ResCAE,"cae:(3, 0.1, 5e-05)",3,0.1,5e-05,30,True,0.01634800434112549,0.6026216771868997,3.7209487793895005e-07,0.9043098092079163
ResCAE,"cae:(3, 0.1, 5e-05)",3,0.1,5e-05,45,True,0.016587495803833008,0.5532666728205714,6.337321281855148e-07,0.8792985677719116
ResCAE,"cae:(3, 0.1, 5e-05)",3,0.1,5e-05,99,True,0.014498233795166016,0.494582612844763,8.04528126898974e-08,0.9235771298408508
ResCAE,"cae:(3, 0.1, 5e-05)",3,0.1,5e-05,2048,True,0.01628214120864868,0.8167286881438177,1.6409251943318952e-07,0.6971555352210999
ResCAE,"cae:(3, 0.1, 0.0001)",3,0.1,0.0001,10,False,0.015798866748809814,0.6193527484598683,9.984479521535065e-08,0.8972495794296265
ResCAE,"cae:(3, 0.1, 0.0001)",3,0.1,0.0001,30,False,0.01632481813430786,0.6029097759235201,1.406549416341765e-07,0.9043902158737183
ResCAE,"cae:(3, 0.1, 0.0001)",3,0.1,0.0001,45,False,0.016655027866363525,0.5486838464992636,1.9596965124412586e-07,0.879250168800354
ResCAE,"cae:(3, 0.1, 0.0001)",3,0.1,0.0001,99,False,0.01446986198425293,0.49985751857667127,3.214489546605955e-07,0.9235407114028931
ResCAE,"cae:(3, 0.1, 0.0001)",3,0.1,0.0001,2048,False,0.01629573106765747,0.8139696730243317,1.1730795667548395e-07,0.6971158981323242
ResCAE,"cae:(3, 0.1, 0.0005)",3,0.1,0.0005,10,False,0.013888001441955566,0.4877004051284083,1.4349608802010796e-07,0.934267520904541
ResCAE,"cae:(3, 0.1, 0.0005)",3,0.1,0.0005,30,False,0.015908241271972656,0.429249029737755,2.808955435613547e-08,0.9420361518859863
ResCAE,"cae:(3, 0.1, 0.0005)",3,0.1,0.0005,45,False,0.01695406436920166,0.5254026944353477,2.612949213956854e-07,0.9098528623580933
ResCAE,"cae:(3, 0.1, 0.0005)",3,0.1,0.0005,99,False,0.014507532119750977,0.4957383811312914,1.9313407516246674e-07,0.9235328435897827
ResCAE,"cae:(3, 0.1, 0.0005)",3,0.1,0.0005,2048,False,0.015035271644592285,0.5963073694526333,1.4362735663637065e-07,0.8929086923599243
ResCAE,"cae:(5, 0.001, 1e-06)",5,0.001,1e-06,10,False,0.0061051249504089355,0.488916236026833,0.9999992983363941,1.0000516176223755
ResCAE,"cae:(5, 0.001, 1e-06)",5,0.001,1e-06,30,False,0.00987863540649414,0.5076016772506124,0.8271445652322053,0.8497032523155212
ResCAE,"cae:(5, 0.001, 1e-06)",5,0.001,1e-06,45,False,0.012843668460845947,0.5409328355955414,0.9999991682975177,0.9999924302101135
ResCAE,"cae:(5, 0.001, 1e-06)",5,0.001,1e-06,99,False,0.00841432809829712,0.6182662492206755,0.39337944124891927,0.6179171800613403
ResCAE,"cae:(5, 0.001, 1e-06)",5,0.001,1e-06,2048,False,0.005419909954071045,0.6209125350488274,0.912464764910995,0.9067789316177368
ResCAE,"cae:(5, 0.001, 1e-05)",5,0.001,1e-05,10,False,0.01401972770690918,0.8061814032345861,3.496155686675577e-08,0.5581781268119812
ResCAE,"cae:(5, 0.001, 1e-05)",5,0.001,1e-05,30,False,0.01685047149658203,0.8732413932085086,9.175698241115112e-08,0.710046648979187
ResCAE,"cae:(5, 0.001, 1e-05)",5,0.001,1e-05,45,False,0.017608046531677246,0.9778283248614849,9.016343581499431e-08,0.7415720224380493
ResCAE,"cae:(5, 0.001, 1e-05)",5,0.001,1e-05,99,False,0.01654374599456787,0.8456451055305355,7.605476432087177e-08,0.793884813785553
ResCAE,"cae:(5, 0.001, 1e-05)",5,0.001,1e-05,2048,False,0.015191256999969482,0.675051985656536,0.08913634750704588,0.5488194227218628
ResCAE,"cae:(5, 0.001, 5e-05)",5,0.001,5e-05,10,False,0.0165366530418396,0.5756680697602252,1.0695553695927747e-06,0.9777300953865051
ResCAE,"cae:(5, 0.001, 5e-05)",5,0.001,5e-05,30,False,0.01624119281768799,0.7475802762381628,1.7594457968732952e-08,0.8069965243339539
ResCAE,"cae:(5, 0.001, 5e-05)",5,0.001,5e-05,45,False,0.017093658447265625,0.9991311499097456,2.0342453875550495e-08,0.7765907645225525
ResCAE,"cae:(5, 0.001, 5e-05)",5,0.001,5e-05,99,False,0.016519665718078613,0.8718782730919248,1.6784310230873206e-08,0.7941192388534546
ResCAE,"cae:(5, 0.001, 5e-05)",5,0.001,5e-05,2048,False,0.016800642013549805,0.8163994908599915,3.308818399873595e-08,0.6493183970451355
ResCAE,"cae:(5, 0.001, 0.0001)",5,0.001,0.0001,10,False,0.0168764591217041,0.5633618878479062,1.6383423631370602e-06,0.9782137870788574
ResCAE,"cae:(5, 0.001, 0.0001)",5,0.001,0.0001,30,False,0.01639503240585327,0.7423370129226229,2.2943464774503886e-08,0.8074872493743896
ResCAE,"cae:(5, 0.001, 0.0001)",5,0.001,0.0001,45,False,0.016969799995422363,0.9511146883789656,5.182431810279032e-08,0.7771771550178528
ResCAE,"cae:(5, 0.001, 0.0001)",5,0.001,0.0001,99,False,0.016482889652252197,0.8593687268385425,7.979944617036208e-08,0.7942676544189453
ResCAE,"cae:(5, 0.001, 0.0001)",5,0.001,0.0001,2048,False,0.016809582710266113,0.8009262103929325,6.005946926216402e-08,0.6495068669319153
ResCAE,"cae:(5, 0.001, 0.0005)",5,0.001,0.0005,10,False,0.01723456382751465,0.6036059378081721,1.0506287875484324e-07,0.9006039500236511
ResCAE,"cae:(5, 0.001, 0.0005)",5,0.001,0.0005,30,False,0.017489969730377197,0.5504355340078483,1.400642835162859e-08,0.9275146722793579
ResCAE,"cae:(5, 0.001, 0.0005)",5,0.001,0.0005,45,False,0.017751038074493408,0.546349314831723,8.197609308125281e-08,0.9526827931404114
ResCAE,"cae:(5, 0.001, 0.0005)",5,0.001,0.0005,99,False,0.017375648021697998,0.6004471552494509,2.375602065977218e-07,0.9925860166549683
ResCAE,"cae:(5, 0.001, 0.0005)",5,0.001,0.0005,2048,False,0.016680896282196045,0.8074115557597139,1.0109876768123294e-08,0.684525191783905
ResCAE,"cae:(5, 0.005, 1e-06)",5,0.005,1e-06,10,False,0.014645099639892578,0.5860215687632037,0.9999993466720937,1.0000057220458984
ResCAE,"cae:(5, 0.005, 1e-06)",5,0.005,1e-06,30,False,0.011321544647216797,0.46985973337682585,0.9675291057147897,0.9438696503639221
ResCAE,"cae:(5, 0.005, 1e-06)",5,0.005,1e-06,45,False,0.00503993034362793,0.5633906228117024,0.9999994618227165,0.9999809265136719
ResCAE,"cae:(5, 0.005, 1e-06)",5,0.005,1e-06,99,False,0.008952617645263672,0.6551210166011169,0.5222428288562998,0.6695013642311096
ResCAE,"cae:(5, 0.005, 1e-06)",5,0.005,1e-06,2048,False,0.007283508777618408,0.5405363867763721,0.9999994479946311,1.0000479221343994
ResCAE,"cae:(5, 0.005, 1e-05)",5,0.005,1e-05,10,False,0.0152016282081604,0.9330241620663471,1.4570430133447303e-07,0.6411181688308716
ResCAE,"cae:(5, 0.005, 1e-05)",5,0.005,1e-05,30,False,0.017173826694488525,0.8889318132173061,1.684386613635308e-07,0.6827301383018494
ResCAE,"cae:(5, 0.005, 1e-05)",5,0.005,1e-05,45,False,0.017365336418151855,0.9095908474496427,1.0343359203540757e-07,0.7428695559501648
ResCAE,"cae:(5, 0.005, 1e-05)",5,0.005,1e-05,99,False,0.01759093999862671,0.8858151517044168,1.2996691969955428e-07,0.7762365341186523
ResCAE,"cae:(5, 0.005, 1e-05)",5,0.005,1e-05,2048,False,0.0164605975151062,0.733365367440972,0.14846976499739656,0.5958099365234375
ResCAE,"cae:(5, 0.005, 5e-05)",5,0.005,5e-05,10,True,0.014934778213500977,0.8291023253325301,8.645329890549172e-08,0.8722748160362244
ResCAE,"cae:(5, 0.005, 5e-05)",5,0.005,5e-05,30,True,0.015778779983520508,0.4431112574190919,2.420625219240185e-07,0.9172284007072449
ResCAE,"cae:(5, 0.005, 5e-05)",5,0.005,5e-05,45,True,0.017377853393554688,0.9152559049863702,2.2466572869787728e-07,0.8529072999954224
ResCAE,"cae:(5, 0.005, 5e-05)",5,0.005,5e-05,99,True,0.017588436603546143,0.8964137788969742,5.8391204157643455e-08,0.7763156294822693
ResCAE,"cae:(5, 0.005, 5e-05)",5,0.005,5e-05,2048,True,0.017312169075012207,1.0210470148670001,8.976633513858005e-08,0.8061473369598389
ResCAE,"cae:(5, 0.005, 0.0001)",5,0.005,0.0001,10,False,0.014963805675506592,0.8325187110852013,1.3590197777946393e-07,0.8722357749938965
ResCAE,"cae:(5, 0.005, 0.0001)",5,0.005,0.0001,30,False,0.0160825252532959,0.48525959539153274,1.5866555052902386e-07,0.9173043370246887
ResCAE,"cae:(5, 0.005, 0.0001)",5,0.005,0.0001,45,False,0.017395436763763428,0.8921509585500533,7.732106791024913e-08,0.8530685305595398
ResCAE,"cae:(5, 0.005, 0.0001)",5,0.005,0.0001,99,False,0.017576992511749268,0.9040658911773641,7.502376163838801e-08,0.7763630151748657
ResCAE,"cae:(5, 0.005, 0.0001)",5,0.005,0.0001,2048,False,0.01724863052368164,1.0312669720770558,2.5720604978327566e-08,0.8061352372169495
ResCAE,"cae:(5, 0.005, 0.0005)",5,0.005,0.0005,10,False,0.015893876552581787,0.7737381814147801,6.518617707267758e-08,0.8723392486572266
ResCAE,"cae:(5, 0.005, 0.0005)",5,0.005,0.0005,30,False,0.01716792583465576,0.44607054725602513,1.3839559254880548e-07,0.9264283776283264
ResCAE,"cae:(5, 0.005, 0.0005)",5,0.005,0.0005,45,False,0.017497718334197998,0.8476260870767492,1.9916520452847817e-08,0.8534781336784363
ResCAE,"cae:(5, 0.005, 0.0005)",5,0.005,0.0005,99,False,0.017374038696289062,0.9080168967776929,3.2577671285469783e-08,0.7764146327972412
ResCAE,"cae:(5, 0.005, 0.0005)",5,0.005,0.0005,2048,False,0.016677796840667725,1.0275308970932624,1.851962853879483e-08,0.8152095079421997
ResCAE,"cae:(5, 0.01, 1e-06)",5,0.01,1e-06,10,False,0.014682769775390625,0.5961803707678381,0.9999994796093022,1.0000157356262207
ResCAE,"cae:(5, 0.01, 1e-06)",5,0.01,1e-06,30,False,0.01131504774093628,0.47851580351424877,0.9825758046621444,0.958227276802063
ResCAE,"cae:(5, 0.01, 1e-06)",5,0.01,1e-06,45,False,0.005267441272735596,0.5844274491913986,0.9999995418908603,1.0001115798950195
ResCAE,"cae:(5, 0.01, 1e-06)",5,0.01,1e-06,99,False,0.008869051933288574,0.650320266718645,0.5437323005269922,0.6749405860900879
ResCAE,"cae:(5, 0.01, 1e-06)",5,0.01,1e-06,2048,False,0.006951630115509033,0.5336614516251145,0.9999996132430871,1.000024437904358
ResCAE,"cae:(5, 0.01, 1e-05)",5,0.01,1e-05,10,False,0.015316545963287354,0.9262401651287646,6.886600100106039e-08,0.6517765522003174
ResCAE,"cae:(5, 0.01, 1e-05)",5,0.01,1e-05,30,False,0.017095565795898438,0.9580777767131133,2.2037428394089635e-07,0.6325731873512268
ResCAE,"cae:(5, 0.01, 1e-05)",5,0.01,1e-05,45,False,0.017459571361541748,0.948440452860345,1.5143828936315328e-07,0.7517333626747131
ResCAE,"cae:(5, 0.01, 1e-05)",5,0.01,1e-05,99,False,0.017475664615631104,0.9411151082207427,8.497543233481854e-08,0.741571307182312
ResCAE,"cae:(5, 0.01, 1e-05)",5,0.01,1e-05,2048,False,0.016647815704345703,0.720273163759078,0.1924332483638463,0.6297346949577332
ResCAE,"cae:(5, 0.01, 5e-05)",5,0.01,5e-05,10,False,0.015069544315338135,0.8016525789356582,1.0923055538042525e-07,0.8813431262969971
ResCAE,"cae:(5, 0.01, 5e-05)",5,0.01,5e-05,30,False,0.017164409160614014,0.8736934618968277,1.519899086711458e-07,0.8551853895187378
ResCAE,"cae:(5, 0.01, 5e-05)",5,0.01,5e-05,45,False,0.017942190170288086,0.918945907296228,6.996326685030685e-08,0.8274537324905396
ResCAE,"cae:(5, 0.01, 5e-05)",5,0.01,5e-05,99,False,0.017627418041229248,0.9276953299623064,5.3719232704369875e-08,0.7814763784408569
ResCAE,"cae:(5, 0.01, 5e-05)",5,0.01,5e-05,2048,False,0.017349839210510254,0.9549934724250894,1.2645203674002566e-07,0.8383820056915283
ResCAE,"cae:(5, 0.01, 0.0001)",5,0.01,0.0001,10,False,0.015076935291290283,0.8219310920691096,1.442959871285442e-07,0.8814483880996704
ResCAE,"cae:(5, 0.01, 0.0001)",5,0.01,0.0001,30,False,0.01719290018081665,0.8615236562689909,9.166960021424283e-08,0.8551545739173889
ResCAE,"cae:(5, 0.01, 0.0001)",5,0.01,0.0001,45,False,0.017306387424468994,0.8224500990541688,1.72938929628018e-07,0.8610809445381165
ResCAE,"cae:(5, 0.01, 0.0001)",5,0.01,0.0001,99,False,0.01763594150543213,0.8971904565222512,8.726352485270178e-08,0.7815410494804382
ResCAE,"cae:(5, 0.01, 0.0001)",5,0.01,0.0001,2048,False,0.01728290319442749,0.9698161489149805,7.213182928407984e-08,0.8384550213813782
ResCAE,"cae:(5, 0.01, 0.0005)",5,0.01,0.0005,10,False,0.016178250312805176,0.7654503458157704,1.3611743652113003e-07,0.881464958190918
ResCAE,"cae:(5, 0.01, 0.0005)",5,0.01,0.0005,30,False,0.017371416091918945,0.460081160720072,1.7692689954930302e-07,0.9164933562278748
ResCAE,"cae:(5, 0.01, 0.0005)",5,0.01,0.0005,45,False,0.01746058464050293,0.809984852218432,1.0142848797949403e-08,0.8614692687988281
ResCAE,"cae:(5, 0.01, 0.0005)",5,0.01,0.0005,99,False,0.01748073101043701,0.9519752649591405,3.6856194460826884e-08,0.7816356420516968
ResCAE,"cae:(5, 0.01, 0.0005)",5,0.01,0.0005,2048,False,0.016575515270233154,0.9627460275944426,5.092680830709034e-08,0.8489338159561157
ResCAE,"cae:(5, 0.05, 1e-06)",5,0.05,1e-06,10,False,0.014706015586853027,0.5952314706418165,0.9999995378489545,1.0000871419906616
ResCAE,"cae:(5, 0.05, 1e-06)",5,0.05,1e-06,30,False,0.014019489288330078,0.5671486649726928,0.9154770757915772,0.876807689666748
ResCAE,"cae:(5, 0.05, 1e-06)",5,0.05,1e-06,45,False,0.004875779151916504,0.555730299983725,0.9999995430207643,1.000067949295044
ResCAE,"cae:(5, 0.05, 1e-06)",5,0.05,1e-06,99,False,0.008869290351867676,0.6502227139013328,0.5579007189319303,0.6783508658409119
ResCAE,"cae:(5, 0.05, 1e-06)",5,0.05,1e-06,2048,False,0.0032470226287841797,0.5433859894364331,0.9999995519787261,1.0000075101852417
ResCAE,"cae:(5, 0.05, 1e-05)",5,0.05,1e-05,10,False,0.015341103076934814,0.9143731276523882,1.2016034339902352e-07,0.6601899266242981
ResCAE,"cae:(5, 0.05, 1e-05)",5,0.05,1e-05,30,False,0.017075061798095703,0.9509012137419821,1.1708652986618699e-07,0.6426512002944946
ResCAE,"cae:(5, 0.05, 1e-05)",5,0.05,1e-05,45,False,0.017429471015930176,0.9575210636999801,4.3175730378383205e-08,0.7586725950241089
ResCAE,"cae:(5, 0.05, 1e-05)",5,0.05,1e-05,99,False,0.016149580478668213,0.9616976449889347,6.875559910098729e-08,0.6950609683990479
ResCAE,"cae:(5, 0.05, 1e-05)",5,0.05,1e-05,2048,False,0.016470909118652344,0.7045324120102473,0.23471352934837264,0.6574398875236511
ResCAE,"cae:(5, 0.05, 5e-05)",5,0.05,5e-05,10,False,0.015148162841796875,0.7716973582078869,5.1211297963602144e-08,0.8888381123542786
ResCAE,"cae:(5, 0.05, 5e-05)",5,0.05,5e-05,30,False,0.0172579288482666,0.8667842536666881,2.390777871685231e-07,0.8659837245941162
ResCAE,"cae:(5, 0.05, 5e-05)",5,0.05,5e-05,45,False,0.017868638038635254,0.8222368255229349,1.6124445717228836e-07,0.8444141149520874
ResCAE,"cae:(5, 0.05, 5e-05)",5,0.05,5e-05,99,False,0.016138553619384766,0.9742945151017207,5.801325762220479e-08,0.6950526237487793
ResCAE,"cae:(5, 0.05, 5e-05)",5,0.05,5e-05,2048,False,0.017240822315216064,0.9009324584057206,2.441879840771757e-07,0.8712401390075684
ResCAE,"cae:(5, 0.05, 0.0001)",5,0.05,0.0001,10,False,0.01518481969833374,0.7550727803920333,6.711582757820255e-08,0.8887718319892883
ResCAE,"cae:(5, 0.05, 0.0001)",5,0.05,0.0001,30,False,0.017292797565460205,0.8499860990317164,2.3550635198443585e-07,0.8660868406295776
ResCAE,"cae:(5, 0.05, 0.0001)",5,0.05,0.0001,45,False,0.017260432243347168,0.7712030576497019,1.0369011459578247e-07,0.8674272894859314
ResCAE,"cae:(5, 0.05, 0.0001)",5,0.05,0.0001,99,False,0.017625510692596436,0.9583409061179483,1.306237496565853e-07,0.7859193086624146
ResCAE,"cae:(5, 0.05, 0.0001)",5,0.05,0.0001,2048,False,0.01718682050704956,0.9141270927818812,9.215758053108657e-08,0.8712637424468994
ResCAE,"cae:(5, 0.05, 0.0005)",5,0.05,0.0005,10,False,0.016227662563323975,0.772008389283732,2.7327017004249294e-07,0.8888615369796753
ResCAE,"cae:(5, 0.05, 0.0005)",5,0.05,0.0005,30,False,0.01759636402130127,0.5084230004468663,1.8952161981637082e-07,0.9264274835586548
ResCAE,"cae:(5, 0.05, 0.0005)",5,0.05,0.0005,45,False,0.017384648323059082,0.7650873155752654,8.38610764523695e-08,0.8673403859138489
ResCAE,"cae:(5, 0.05, 0.0005)",5,0.05,0.0005,99,False,0.01751852035522461,0.9415532585268354,1.7035330861328285e-08,0.7858972549438477
ResCAE,"cae:(5, 0.05, 0.0005)",5,0.05,0.0005,2048,False,0.016392230987548828,0.8845524271868033,2.1656080111004423e-08,0.8818868398666382
ResCAE,"cae:(5, 0.1, 1e-06)",5,0.1,1e-06,10,False,0.014705538749694824,0.5962139735546295,0.9999994699424387,0.9999819397926331
ResCAE,"cae:(5, 0.1, 1e-06)",5,0.1,1e-06,30,False,0.013969123363494873,0.5718158889395815,0.9176705204150015,0.8783470392227173
