Model,config_key,K,lam_lin,lam_nonlin,seed,selected_by_validation,pred_r2,sharpe,phi,drift
ResCAE,"cae:(2, 0.005, 1e-05)",2,0.005,1e-05,45,False,0.01536029577255249,0.48514357671058383,1.4122281657997872e-07,0.6071237325668335
ResCAE,"cae:(2, 0.005, 1e-05)",2,0.005,1e-05,99,False,0.017358839511871338,0.4930610005040987,1.113160965135887e-06,0.8085589408874512
ResCAE,"cae:(2, 0.005, 1e-05)",2,0.005,1e-05,2048,False,0.016859471797943115,0.4490135323890729,1.1898791040276164e-07,0.6803171038627625
ResCAE,"cae:(2, 0.005, 5e-05)",2,0.005,5e-05,10,False,0.01681220531463623,0.48955057524545287,4.528910489740076e-07,0.8651940226554871
ResCAE,"cae:(2, 0.005, 5e-05)",2,0.005,5e-05,30,False,0.017270803451538086,0.4445640209821281,1.0579237311376402e-06,0.8616999983787537
ResCAE,"cae:(2, 0.005, 5e-05)",2,0.005,5e-05,45,False,0.01714301109313965,0.5209600051790183,6.251247179875179e-08,0.8600569367408752
ResCAE,"cae:(2, 0.005, 5e-05)",2,0.005,5e-05,99,False,0.017556071281433105,0.4660272629411499,8.527275085009009e-07,0.8738529682159424
ResCAE,"cae:(2, 0.005, 5e-05)",2,0.005,5e-05,2048,False,0.0167580246925354,0.4594196387356333,6.333080396721547e-07,0.8613812327384949
ResCAE,"cae:(2, 0.005, 0.0001)",2,0.005,0.0001,10,False,0.01677316427230835,0.4806003102247782,8.879411089950418e-07,0.8654288053512573
ResCAE,"cae:(2, 0.005, 0.0001)",2,0.005,0.0001,30,False,0.017263054847717285,0.457201247723637,4.1878693624865235e-07,0.8618730902671814
ResCAE,"cae:(2, 0.005, 0.0001)",2,0.005,0.0001,45,False,0.017001867294311523,0.5355738789460469,3.3140149578328084e-07,0.8601877689361572
ResCAE,"cae:(2, 0.005, 0.0001)",2,0.005,0.0001,99,False,0.017519712448120117,0.468926484910469,1.9023884511905296e-06,0.8738930821418762
ResCAE,"cae:(2, 0.005, 0.0001)",2,0.005,0.0001,2048,False,0.016749083995819092,0.47896791308970715,4.4701476596090917e-07,0.8610294461250305
ResCAE,"cae:(2, 0.005, 0.0005)",2,0.005,0.0005,10,False,0.01638585329055786,0.49368712740866955,1.5732520585869822e-06,0.8780280947685242
